Pair.Name	Ligand.ApprovedSymbol	Ligand.Name	Receptor.ApprovedSymbol	Receptor.Name	Classification
IL12B_IL12RB2	IL12B	interleukin 12B (natural killer cell stimulatory factor 2, cytotoxic lymphocyte maturation factor 2, p40)	IL12RB2	interleukin 12 receptor, beta 2	cytokine
IL12B_IL23R	IL12B	interleukin 12B (natural killer cell stimulatory factor 2, cytotoxic lymphocyte maturation factor 2, p40)	IL23R	interleukin 23 receptor	cytokine
IL13_IL13RA1	IL13	interleukin 13	IL13RA1	interleukin 13 receptor, alpha 1	cytokine
IL13_IL13RA2	IL13	interleukin 13	IL13RA2	interleukin 13 receptor, alpha 2	cytokine
IL13_IL2RG	IL13	interleukin 13	IL2RG	interleukin 2 receptor, gamma	cytokine
IL13_IL4R	IL13	interleukin 13	IL4R	interleukin 4 receptor	cytokine
IL15_IL15RA	IL15	interleukin 15	IL15RA	interleukin 15 receptor, alpha	cytokine
IL15_IL2RA	IL15	interleukin 15	IL2RA	interleukin 2 receptor, alpha	cytokine
IL15_IL2RB	IL15	interleukin 15	IL2RB	interleukin 2 receptor, beta	cytokine
IL15_IL2RG	IL15	interleukin 15	IL2RG	interleukin 2 receptor, gamma	cytokine
IL16_CCR5	IL16	interleukin 16	CCR5	chemokine (C-C motif) receptor 5 (gene/pseudogene)	cytokine
IL16_CD4	IL16	interleukin 16	CD4	CD4 molecule	cytokine
IL16_GRIN2C	IL16	interleukin 16	GRIN2C	glutamate receptor, ionotropic, N-methyl D-aspartate 2C	cytokine
IL16_GRIN2D	IL16	interleukin 16	GRIN2D	glutamate receptor, ionotropic, N-methyl D-aspartate 2D	cytokine
IL16_KCNA3	IL16	interleukin 16	KCNA3	potassium voltage-gated channel, shaker-related subfamily, member 3	cytokine
IL16_KCND1	IL16	interleukin 16	KCND1	potassium voltage-gated channel, Shal-related subfamily, member 1	cytokine
IL16_KCND2	IL16	interleukin 16	KCND2	potassium voltage-gated channel, Shal-related subfamily, member 2	cytokine
IL16_KCNJ10	IL16	interleukin 16	KCNJ10	potassium inwardly-rectifying channel, subfamily J, member 10	cytokine
IL16_KCNJ15	IL16	interleukin 16	KCNJ15	potassium inwardly-rectifying channel, subfamily J, member 15	cytokine
IL16_KCNJ4	IL16	interleukin 16	KCNJ4	potassium inwardly-rectifying channel, subfamily J, member 4	cytokine
IL17A_IL17RA	IL17A	interleukin 17A	IL17RA	interleukin 17 receptor A	cytokine
IL17A_IL17RC	IL17A	interleukin 17A	IL17RC	interleukin 17 receptor C	cytokine
IL17B_IL17RB	IL17B	interleukin 17B	IL17RB	interleukin 17 receptor B	cytokine
IL17F_IL17RA	IL17F	interleukin 17F	IL17RA	interleukin 17 receptor A	cytokine
IL18_CD48	IL18	interleukin 18 (interferon-gamma-inducing factor)	CD48	CD48 molecule	cytokine
IL18_IL18R1	IL18	interleukin 18 (interferon-gamma-inducing factor)	IL18R1	interleukin 18 receptor 1	cytokine
IL18_IL18RAP	IL18	interleukin 18 (interferon-gamma-inducing factor)	IL18RAP	interleukin 18 receptor accessory protein	cytokine
IL18_IL1RAPL1	IL18	interleukin 18 (interferon-gamma-inducing factor)	IL1RAPL1	interleukin 1 receptor accessory protein-like 1	cytokine
IL18_IL1RL2	IL18	interleukin 18 (interferon-gamma-inducing factor)	IL1RL2	interleukin 1 receptor-like 2	cytokine
IL19_IL20RA	IL19	interleukin 19	IL20RA	interleukin 20 receptor, alpha	cytokine
IL19_IL20RB	IL19	interleukin 19	IL20RB	interleukin 20 receptor beta	cytokine
IL1A_IL1R1	IL1A	interleukin 1, alpha	IL1R1	interleukin 1 receptor, type I	cytokine
IL1A_IL1R2	IL1A	interleukin 1, alpha	IL1R2	interleukin 1 receptor, type II	cytokine
IL1A_IL1RAP	IL1A	interleukin 1, alpha	IL1RAP	interleukin 1 receptor accessory protein	cytokine
IL1B_ADRB2	IL1B	interleukin 1, beta	ADRB2	adrenoceptor beta 2, surface	cytokine
IL1B_IL1R1	IL1B	interleukin 1, beta	IL1R1	interleukin 1 receptor, type I	cytokine
IL1B_IL1R2	IL1B	interleukin 1, beta	IL1R2	interleukin 1 receptor, type II	cytokine
IL1B_IL1RAP	IL1B	interleukin 1, beta	IL1RAP	interleukin 1 receptor accessory protein	cytokine
IL1F10_IL1R1	IL1F10	interleukin 1 family, member 10 (theta)	IL1R1	interleukin 1 receptor, type I	cytokine
IL1RN_IL1R1	IL1RN	interleukin 1 receptor antagonist	IL1R1	interleukin 1 receptor, type I	cytokine
IL1RN_IL1R2	IL1RN	interleukin 1 receptor antagonist	IL1R2	interleukin 1 receptor, type II	cytokine
IL1RN_IL1RL2	IL1RN	interleukin 1 receptor antagonist	IL1RL2	interleukin 1 receptor-like 2	cytokine
IL20_IL20RA	IL20	interleukin 20	IL20RA	interleukin 20 receptor, alpha	cytokine
IL20_IL20RB	IL20	interleukin 20	IL20RB	interleukin 20 receptor beta	cytokine
IL20_IL22RA1	IL20	interleukin 20	IL22RA1	interleukin 22 receptor, alpha 1	cytokine
IL21_IL21R	IL21	interleukin 21	IL21R	interleukin 21 receptor	cytokine
IL21_IL2RG	IL21	interleukin 21	IL2RG	interleukin 2 receptor, gamma	cytokine
IL22_IL10RA	IL22	interleukin 22	IL10RA	interleukin 10 receptor, alpha	cytokine
IL22_IL10RB	IL22	interleukin 22	IL10RB	interleukin 10 receptor, beta	cytokine
IL22_IL21R	IL22	interleukin 22	IL21R	interleukin 21 receptor	cytokine
IL22_IL22RA1	IL22	interleukin 22	IL22RA1	interleukin 22 receptor, alpha 1	cytokine
IL22_IL22RA2	IL22	interleukin 22	IL22RA2	interleukin 22 receptor, alpha 2	cytokine
IL23A_IL12RB1	IL23A	interleukin 23, alpha subunit p19	IL12RB1	interleukin 12 receptor, beta 1	cytokine
IL23A_IL23R	IL23A	interleukin 23, alpha subunit p19	IL23R	interleukin 23 receptor	cytokine
IL24_IL20RA	IL24	interleukin 24	IL20RA	interleukin 20 receptor, alpha	cytokine
IL24_IL20RB	IL24	interleukin 24	IL20RB	interleukin 20 receptor beta	cytokine
IL24_IL22RA1	IL24	interleukin 24	IL22RA1	interleukin 22 receptor, alpha 1	cytokine
IL25_IL17RB	IL25	interleukin 25	IL17RB	interleukin 17 receptor B	cytokine
IL26_IL20RA	IL26	interleukin 26	IL20RA	interleukin 20 receptor, alpha	cytokine
IL27_IL27RA	IL27	interleukin 27	IL27RA	interleukin 27 receptor, alpha	cytokine
IL2_CD53	IL2	interleukin 2	CD53	CD53 molecule	cytokine
IL2_GYPE	IL2	interleukin 2	GYPE	glycophorin E (MNS blood group)	cytokine
IL2_IL2RA	IL2	interleukin 2	IL2RA	interleukin 2 receptor, alpha	cytokine
IL2_IL2RB	IL2	interleukin 2	IL2RB	interleukin 2 receptor, beta	cytokine
IL2_IL2RG	IL2	interleukin 2	IL2RG	interleukin 2 receptor, gamma	cytokine
IL2_NGFR	IL2	interleukin 2	NGFR	nerve growth factor receptor	cytokine
IL31_IL31RA	IL31	interleukin 31	IL31RA	interleukin 31 receptor A	cytokine
IL31_OSMR	IL31	interleukin 31	OSMR	oncostatin M receptor	cytokine
IL34_CSF1R	IL34	interleukin 34	CSF1R	colony stimulating factor 1 receptor	cytokine
IL3_CSF2RB	IL3	interleukin 3 (colony-stimulating factor, multiple)	CSF2RB	colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)	cytokine
IL3_IL3RA	IL3	interleukin 3 (colony-stimulating factor, multiple)	IL3RA	interleukin 3 receptor, alpha (low affinity)	cytokine
IL4_CD53	IL4	interleukin 4	CD53	CD53 molecule	cytokine
IL4_IL13RA1	IL4	interleukin 4	IL13RA1	interleukin 13 receptor, alpha 1	cytokine
IL4_IL13RA2	IL4	interleukin 4	IL13RA2	interleukin 13 receptor, alpha 2	cytokine
IL4_IL2RG	IL4	interleukin 4	IL2RG	interleukin 2 receptor, gamma	cytokine
IL4_IL4R	IL4	interleukin 4	IL4R	interleukin 4 receptor	cytokine
IL5_CSF2RB	IL5	interleukin 5 (colony-stimulating factor, eosinophil)	CSF2RB	colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)	cytokine
IL5_IL5RA	IL5	interleukin 5 (colony-stimulating factor, eosinophil)	IL5RA	interleukin 5 receptor, alpha	cytokine
IL6_F3	IL6	interleukin 6 (interferon, beta 2)	F3	coagulation factor III (thromboplastin, tissue factor)	cytokine
IL6_IL6R	IL6	interleukin 6 (interferon, beta 2)	IL6R	interleukin 6 receptor	cytokine
IL6_IL6ST	IL6	interleukin 6 (interferon, beta 2)	IL6ST	interleukin 6 signal transducer (gp130, oncostatin M receptor)	cytokine
IL7_IL2RG	IL7	interleukin 7	IL2RG	interleukin 2 receptor, gamma	cytokine
IL7_IL7R	IL7	interleukin 7	IL7R	interleukin 7 receptor	cytokine
IL8_CD79A	IL8	interleukin 8	CD79A	CD79a molecule, immunoglobulin-associated alpha	cytokine
IL8_CXCR1	IL8	interleukin 8	CXCR1	chemokine (C-X-C motif) receptor 1	cytokine
IL8_CXCR2	IL8	interleukin 8	CXCR2	chemokine (C-X-C motif) receptor 2	cytokine
IL8_DARC	IL8	interleukin 8	DARC	Duffy blood group, atypical chemokine receptor	cytokine
IL8_KDR	IL8	interleukin 8	KDR	kinase insert domain receptor (a type III receptor tyrosine kinase)	cytokine
IL8_SDC1	IL8	interleukin 8	SDC1	syndecan 1	cytokine
IL8_SDC2	IL8	interleukin 8	SDC2	syndecan 2	cytokine
IL8_SDC3	IL8	interleukin 8	SDC3	syndecan 3	cytokine
IL9_IL2RG	IL9	interleukin 9	IL2RG	interleukin 2 receptor, gamma	cytokine
IL9_IL9R	IL9	interleukin 9	IL9R	interleukin 9 receptor	cytokine
INHA_ACVR1	INHA	inhibin, alpha	ACVR1	activin A receptor, type I	other
INHA_ACVR1B	INHA	inhibin, alpha	ACVR1B	activin A receptor, type IB	other
INHA_ACVR2A	INHA	inhibin, alpha	ACVR2A	activin A receptor, type IIA	other
INHA_ACVR2B	INHA	inhibin, alpha	ACVR2B	activin A receptor, type IIB	other
INHA_TGFBR3	INHA	inhibin, alpha	TGFBR3	transforming growth factor, beta receptor III	other
INHBA_ACVR1	INHBA	inhibin, beta A	ACVR1	activin A receptor, type I	other
INHBA_ACVR1B	INHBA	inhibin, beta A	ACVR1B	activin A receptor, type IB	other
INHBA_ACVR2A	INHBA	inhibin, beta A	ACVR2A	activin A receptor, type IIA	other
INHBA_ACVR2B	INHBA	inhibin, beta A	ACVR2B	activin A receptor, type IIB	other
INHBA_BAMBI	INHBA	inhibin, beta A	BAMBI	BMP and activin membrane-bound inhibitor	other
INHBA_ENG	INHBA	inhibin, beta A	ENG	endoglin	other
INHBA_TGFBR3	INHBA	inhibin, beta A	TGFBR3	transforming growth factor, beta receptor III	other
INHBB_ACVR1	INHBB	inhibin, beta B	ACVR1	activin A receptor, type I	other
INHBB_ACVR1B	INHBB	inhibin, beta B	ACVR1B	activin A receptor, type IB	other
INHBB_ACVR1C	INHBB	inhibin, beta B	ACVR1C	activin A receptor, type IC	other
INHBB_ACVR2A	INHBB	inhibin, beta B	ACVR2A	activin A receptor, type IIA	other
INHBB_ACVR2B	INHBB	inhibin, beta B	ACVR2B	activin A receptor, type IIB	other
INHBC_ACVR1	INHBC	inhibin, beta C	ACVR1	activin A receptor, type I	other
INHBC_ACVR1B	INHBC	inhibin, beta C	ACVR1B	activin A receptor, type IB	other
INHBC_ACVR2A	INHBC	inhibin, beta C	ACVR2A	activin A receptor, type IIA	other
INHBC_ACVR2B	INHBC	inhibin, beta C	ACVR2B	activin A receptor, type IIB	other
INHBE_ACVR1	INHBE	inhibin, beta E	ACVR1	activin A receptor, type I	other
INHBE_ACVR1B	INHBE	inhibin, beta E	ACVR1B	activin A receptor, type IB	other
INHBE_ACVR2A	INHBE	inhibin, beta E	ACVR2A	activin A receptor, type IIA	other
INHBE_ENG	INHBE	inhibin, beta E	ENG	endoglin	other
INSL3_RXFP2	INSL3	insulin-like 3 (Leydig cell)	RXFP2	relaxin/insulin-like family peptide receptor 2	other
INSL5_RXFP3	INSL5	insulin-like 5	RXFP3	relaxin/insulin-like family peptide receptor 3	other
INSL5_RXFP4	INSL5	insulin-like 5	RXFP4	relaxin/insulin-like family peptide receptor 4	other
INS_IGF1R	INS	insulin	IGF1R	insulin-like growth factor 1 receptor	other
INS_INSR	INS	insulin	INSR	insulin receptor	other
INS_LRP2	INS	insulin	LRP2	low density lipoprotein receptor-related protein 2	other
ITGB3BP_ITGB3	ITGB3BP	integrin beta 3 binding protein (beta3-endonexin)	ITGB3	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)	other
ITGB3BP_ITGB5	ITGB3BP	integrin beta 3 binding protein (beta3-endonexin)	ITGB5	integrin, beta 5	other
ITIH2_FCER1A	ITIH2	inter-alpha-trypsin inhibitor heavy chain 2	FCER1A	Fc fragment of IgE, high affinity I, receptor for; alpha polypeptide	other
JAG1_NOTCH1	JAG1	jagged 1	NOTCH1	notch 1	other
JAG1_NOTCH2	JAG1	jagged 1	NOTCH2	notch 2	other
JAG1_NOTCH3	JAG1	jagged 1	NOTCH3	notch 3	other
JAG1_NOTCH4	JAG1	jagged 1	NOTCH4	notch 4	other
JAG2_NOTCH1	JAG2	jagged 2	NOTCH1	notch 1	other
JAG2_NOTCH2	JAG2	jagged 2	NOTCH2	notch 2	other
JAG2_NOTCH3	JAG2	jagged 2	NOTCH3	notch 3	other
JAG2_NOTCH4	JAG2	jagged 2	NOTCH4	notch 4	other
KAL1_FGFR1	KAL1	Kallmann syndrome 1 sequence	FGFR1	fibroblast growth factor receptor 1	other
KAL1_SDC2	KAL1	Kallmann syndrome 1 sequence	SDC2	syndecan 2	other
KISS1_KISS1R	KISS1	KiSS-1 metastasis-suppressor	KISS1R	KISS1 receptor	other
KISS1_MMP24	KISS1	KiSS-1 metastasis-suppressor	MMP24	matrix metallopeptidase 24 (membrane-inserted)	other
KITLG_EPOR	KITLG	KIT ligand	EPOR	erythropoietin receptor	other
KITLG_KIT	KITLG	KIT ligand	KIT	v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog	other
KLK3_EPOR	KLK3	kallikrein-related peptidase 3	EPOR	erythropoietin receptor	other
KNG1_BDKRB1	KNG1	kininogen 1	BDKRB1	bradykinin receptor B1	other
KNG1_BDKRB2	KNG1	kininogen 1	BDKRB2	bradykinin receptor B2	other
KNG1_CD93	KNG1	kininogen 1	CD93	CD93 molecule	other
KNG1_GP1BA	KNG1	kininogen 1	GP1BA	glycoprotein Ib (platelet), alpha polypeptide	other
KNG1_GPR135	KNG1	kininogen 1	GPR135	G protein-coupled receptor 135	other
KNG1_ITGAM	KNG1	kininogen 1	ITGAM	integrin, alpha M (complement component 3 receptor 3 subunit)	other
KNG1_ITGB2	KNG1	kininogen 1	ITGB2	integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)	other
KNG1_PLAUR	KNG1	kininogen 1	PLAUR	plasminogen activator, urokinase receptor	other
KNG1_RXFP4	KNG1	kininogen 1	RXFP4	relaxin/insulin-like family peptide receptor 4	other
KNG1_SDC2	KNG1	kininogen 1	SDC2	syndecan 2	other
KRTAP4-12_AQP1	KRTAP4-12	keratin associated protein 4-12	AQP1	aquaporin 1 (Colton blood group)	other
KRTAP4-12_CATSPER1	KRTAP4-12	keratin associated protein 4-12	CATSPER1	cation channel, sperm associated 1	other
KRTAP4-12_CLDN2	KRTAP4-12	keratin associated protein 4-12	CLDN2	claudin 2	other
KRTAP4-12_CNTFR	KRTAP4-12	keratin associated protein 4-12	CNTFR	ciliary neurotrophic factor receptor	other
KRTAP4-12_DLK2	KRTAP4-12		DLK2		other
KRTAP4-12_LINGO1	KRTAP4-12	keratin associated protein 4-12	LINGO1	leucine rich repeat and Ig domain containing 1	other
KRTAP4-12_PDGFRB	KRTAP4-12	keratin associated protein 4-12	PDGFRB	platelet-derived growth factor receptor, beta polypeptide	other
KRTAP4-12_PLSCR4	KRTAP4-12	keratin associated protein 4-12	PLSCR4	phospholipid scramblase 4	other
L1CAM_CNTN1	L1CAM	L1 cell adhesion molecule	CNTN1	contactin 1	other
L1CAM_EGFR	L1CAM	L1 cell adhesion molecule	EGFR	epidermal growth factor receptor	other
L1CAM_EPHB2	L1CAM	L1 cell adhesion molecule	EPHB2	EPH receptor B2	other
L1CAM_ERBB2	L1CAM	L1 cell adhesion molecule	ERBB2	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2	other
L1CAM_ERBB3	L1CAM	L1 cell adhesion molecule	ERBB3	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3	other
L1CAM_FGFR2	L1CAM	L1 cell adhesion molecule	FGFR2	fibroblast growth factor receptor 2	other
L1CAM_ITGA5	L1CAM	L1 cell adhesion molecule	ITGA5	integrin, alpha 5 (fibronectin receptor, alpha polypeptide)	other
L1CAM_ITGAV	L1CAM	L1 cell adhesion molecule	ITGAV	integrin, alpha V	other
LACRT_SDC1	LACRT	lacritin	SDC1	syndecan 1	other
LAMA1_GPC1	LAMA1	laminin, alpha 1	GPC1	glypican 1	other
LAMA1_ITGA1	LAMA1	laminin, alpha 1	ITGA1	integrin, alpha 1	other
LAMA1_ITGA2	LAMA1	laminin, alpha 1	ITGA2	integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)	other
LAMA1_ITGA3	LAMA1	laminin, alpha 1	ITGA3	integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)	other
LAMA1_ITGA6	LAMA1	laminin, alpha 1	ITGA6	integrin, alpha 6	other
LAMA1_ITGA7	LAMA1	laminin, alpha 1	ITGA7	integrin, alpha 7	other
LAMA1_ITGB1	LAMA1	laminin, alpha 1	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	other
LAMA1_ITGB4	LAMA1	laminin, alpha 1	ITGB4	integrin, beta 4	other
LAMA1_ITGB8	LAMA1	laminin, alpha 1	ITGB8	integrin, beta 8	other
LAMA1_NT5E	LAMA1	laminin, alpha 1	NT5E	5'-nucleotidase, ecto (CD73)	other
LAMA1_RPSA	LAMA1	laminin, alpha 1	RPSA	ribosomal protein SA	other
LAMA1_SDC2	LAMA1	laminin, alpha 1	SDC2	syndecan 2	other
LAMA1_SDC4	LAMA1	laminin, alpha 1	SDC4	syndecan 4	other
LAMA1_TMPRSS6	LAMA1	laminin, alpha 1	TMPRSS6	transmembrane protease, serine 6	other
LAMA2_ITGA1	LAMA2	laminin, alpha 2	ITGA1	integrin, alpha 1	other
LAMA2_ITGA2	LAMA2	laminin, alpha 2	ITGA2	integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)	other
LAMA2_ITGA3	LAMA2	laminin, alpha 2	ITGA3	integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)	other
LAMA2_ITGA6	LAMA2	laminin, alpha 2	ITGA6	integrin, alpha 6	other
LAMA2_ITGA7	LAMA2	laminin, alpha 2	ITGA7	integrin, alpha 7	other
LAMA2_ITGB1	LAMA2	laminin, alpha 2	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	other
LAMA2_ITGB4	LAMA2	laminin, alpha 2	ITGB4	integrin, beta 4	other
LAMA2_RPSA	LAMA2	laminin, alpha 2	RPSA	ribosomal protein SA	other
LAMA3_SDC2	LAMA3	laminin, alpha 3	SDC2	syndecan 2	other
LAMA4_ITGA3	LAMA4	laminin, alpha 4	ITGA3	integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)	other
LAMA4_ITGA6	LAMA4	laminin, alpha 4	ITGA6	integrin, alpha 6	other
LAMA4_ITGAV	LAMA4	laminin, alpha 4	ITGAV	integrin, alpha V	other
LAMA4_ITGB1	LAMA4	laminin, alpha 4	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	other
LAMA5_BCAM	LAMA5	laminin, alpha 5	BCAM	basal cell adhesion molecule (Lutheran blood group)	other
LAMA5_ITGA2	LAMA5	laminin, alpha 5	ITGA2	integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)	other
LAMA5_ITGA3	LAMA5	laminin, alpha 5	ITGA3	integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)	other
LAMA5_ITGA6	LAMA5	laminin, alpha 5	ITGA6	integrin, alpha 6	other
LAMA5_ITGB1	LAMA5	laminin, alpha 5	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	other
LAMA5_ITGB4	LAMA5	laminin, alpha 5	ITGB4	integrin, beta 4	other
LAMA5_SDC1	LAMA5	laminin, alpha 5	SDC1	syndecan 1	other
LAMB1_ITGA1	LAMB1	laminin, beta 1	ITGA1	integrin, alpha 1	other
LAMB1_ITGA2	LAMB1	laminin, beta 1	ITGA2	integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)	other
LAMB1_ITGA3	LAMB1	laminin, beta 1	ITGA3	integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)	other
LAMB1_ITGA6	LAMB1	laminin, beta 1	ITGA6	integrin, alpha 6	other
LAMB1_ITGA7	LAMB1	laminin, beta 1	ITGA7	integrin, alpha 7	other
LAMB1_ITGAV	LAMB1	laminin, beta 1	ITGAV	integrin, alpha V	other
LAMB1_ITGB1	LAMB1	laminin, beta 1	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	other
LAMB1_ITGB4	LAMB1	laminin, beta 1	ITGB4	integrin, beta 4	other
LAMB2_RPSA	LAMB2	laminin, beta 2 (laminin S)	RPSA	ribosomal protein SA	other
LAMB3_CD151	LAMB3	laminin, beta 3	CD151	CD151 molecule (Raph blood group)	other
LAMB3_COL17A1	LAMB3	laminin, beta 3	COL17A1	collagen, type XVII, alpha 1	other
LAMB3_ITGA2	LAMB3	laminin, beta 3	ITGA2	integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)	other
LAMB3_ITGA3	LAMB3	laminin, beta 3	ITGA3	integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)	other
LAMB3_ITGA6	LAMB3	laminin, beta 3	ITGA6	integrin, alpha 6	other
LAMB3_ITGB1	LAMB3	laminin, beta 3	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	other
LAMB3_ITGB4	LAMB3	laminin, beta 3	ITGB4	integrin, beta 4	other
LAMC1_ITGA1	LAMC1	laminin, gamma 1 (formerly LAMB2)	ITGA1	integrin, alpha 1	other
LAMC1_ITGA2	LAMC1	laminin, gamma 1 (formerly LAMB2)	ITGA2	integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)	other
LAMC1_ITGA3	LAMC1	laminin, gamma 1 (formerly LAMB2)	ITGA3	integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)	other
LAMC1_ITGA6	LAMC1	laminin, gamma 1 (formerly LAMB2)	ITGA6	integrin, alpha 6	other
LAMC1_ITGA7	LAMC1	laminin, gamma 1 (formerly LAMB2)	ITGA7	integrin, alpha 7	other
LAMC1_ITGAV	LAMC1	laminin, gamma 1 (formerly LAMB2)	ITGAV	integrin, alpha V	other
LAMC1_ITGB1	LAMC1	laminin, gamma 1 (formerly LAMB2)	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	other
LAMC1_ITGB4	LAMC1	laminin, gamma 1 (formerly LAMB2)	ITGB4	integrin, beta 4	other
LAMC2_CD151	LAMC2	laminin, gamma 2	CD151	CD151 molecule (Raph blood group)	other
LAMC2_COL17A1	LAMC2	laminin, gamma 2	COL17A1	collagen, type XVII, alpha 1	other
LAMC2_ITGA2	LAMC2	laminin, gamma 2	ITGA2	integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)	other
LAMC2_ITGA3	LAMC2	laminin, gamma 2	ITGA3	integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)	other
LAMC2_ITGA6	LAMC2	laminin, gamma 2	ITGA6	integrin, alpha 6	other
